name,tier,miniLvl,grouping,disambiguation,category,baseItem,baseInfluences,dimensions,retired,owned,altOwned,relic,updated,poedbUrl,poewikilink,foundBy,foundDateUTC,score,doubleCorrupted,enchanted,quality,grading,location,doubleInfluenced,sixLinked,whiteSocketCount
"Cameria's Avarice",3,60,Recipe,,Mace,Gavel,,2x3,,1,,,,https://poedb.tw/us/Camerias_Avarice,https://www.poewiki.net/wiki/Cameria%27s_Avarice,,,,,,,N/A,N/A,,,
"Cameria's Maul",5,60,T5,,Mace,Gavel,,2x3,,1,,,,https://poedb.tw/us/Camerias_Maul,https://www.poewiki.net/wiki/Cameria%27s_Maul,,,,,,,N/A,N/A,,,
"Cane of Kulemak",3,49,League,,Staff,"Serpentine Staff",veiled,2x4,,1,,,,https://poedb.tw/us/Cane_of_Kulemak,https://www.poewiki.net/wiki/Cane_of_Kulemak,,,,,,,N/A,N/A,,,
"Cane of Unravelling",4,60,T4,,Staff,"Ezomyte Staff",,2x4,,1,,,,https://poedb.tw/us/Cane_of_Unravelling,https://www.poewiki.net/wiki/Cane_of_Unravelling,,,,,,,N/A,N/A,,,
"Carcass Jack",3,62,T3,,"Body Armour","Varnished Coat",,2x3,,1,,,,https://poedb.tw/us/Carcass_Jack,https://www.poewiki.net/wiki/Carcass_Jack,,,,,,,N/A,N/A,,,
"Careful Planning",3,20,Vaal_Orb,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Careful_Planning,https://www.poewiki.net/wiki/Careful_Planning,,,,,,,N/A,N/A,,,
"Carnage Heart",5,25,T5,,Amulet,"Onyx Amulet",,1x1,,1,,,,https://poedb.tw/us/Carnage_Heart,https://www.poewiki.net/wiki/Carnage_Heart,,,,,,,N/A,N/A,,,
"Ceaseless Feast",4,70,Boss,,Gloves,"Spiked Gloves",,2x2,,1,,,,https://poedb.tw/us/Ceaseless_Feast,https://www.poewiki.net/wiki/Ceaseless_Feast,,,,,,,N/A,N/A,,,
"Ceinture of Benevolence",4,40,T4,,Belt,"Cloth Belt",,2x1,,1,,,,https://poedb.tw/us/Ceinture_of_Benevolence,https://www.poewiki.net/wiki/Ceinture_of_Benevolence,,,,,,,N/A,N/A,,,
"Cerberus Limb",3,47,League,,Mace,"Blood Sceptre",,2x3,,1,,,,https://poedb.tw/us/Cerberus_Limb,https://www.poewiki.net/wiki/Cerberus_Limb,,,,,,,N/A,N/A,,,
"Chain of Endurance",5,14,T5,,Belt,"Chain Belt",,2x1,,1,,,,https://poedb.tw/us/Chain_of_Endurance,https://www.poewiki.net/wiki/Chain_of_Endurance,,,,,,,N/A,N/A,,,
"Chains of Command",3,70,T3,,"Body Armour","Saintly Chainmail",,2x3,,1,,,,https://poedb.tw/us/Chains_of_Command,https://www.poewiki.net/wiki/Chains_of_Command,,,,,,,N/A,N/A,,,
"Chains of Emancipation",3,2,League,,Belt,"Chain Belt",,2x1,,1,,,,https://poedb.tw/us/Chains_of_Emancipation,https://www.poewiki.net/wiki/Chains_of_Emancipation,,,,,,,N/A,N/A,,,
"Chalice of Horrors",4,29,T4,,Shield,"War Buckler",,2x2,,1,,,,https://poedb.tw/us/Chalice_of_Horrors,https://www.poewiki.net/wiki/Chalice_of_Horrors,,,,,,,N/A,N/A,,,
"Chernobog's Pillar",5,61,T5,,Shield,"Ebony Tower Shield",,2x4,,1,,,,https://poedb.tw/us/Chernobogs_Pillar,https://www.poewiki.net/wiki/Chernobog%27s_Pillar,,,,,,,N/A,N/A,,,
"Cherrubim's Maleficence",4,69,T4,,"Body Armour","Triumphant Lamellar",,2x3,,1,,,,https://poedb.tw/us/Cherrubims_Maleficence,https://www.poewiki.net/wiki/Cherrubim%27s_Maleficence,,,,,,,N/A,N/A,,,
"Chill of Corruption",3,20,Vaal_Orb,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Chill_of_Corruption,https://www.poewiki.net/wiki/Chill_of_Corruption,,,,,,,N/A,N/A,,,
"Chin Sol",5,62,T5,,Bow,"Assassin Bow",,2x4,,1,,,,https://poedb.tw/us/Chin_Sol,https://www.poewiki.net/wiki/Chin_Sol,,,,,,,N/A,N/A,,,
"Chitus' Apex",3,54,T3,,Helmet,"Necromancer Circlet",,2x2,,1,,,,https://poedb.tw/us/Chitus_Apex,https://www.poewiki.net/wiki/Chitus%27_Apex,,,,,,,N/A,N/A,,,
"Chober Chaber",5,40,T5,,Mace,"Great Mallet",,2x4,,1,,,,https://poedb.tw/us/Chober_Chaber,https://www.poewiki.net/wiki/Chober_Chaber,,,,,,,N/A,N/A,,,
"Choir of the Storm",2,7,League,,Amulet,"Lapis Amulet",,1x1,,1,,,,https://poedb.tw/us/Choir_of_the_Storm,https://www.poewiki.net/wiki/Choir_of_the_Storm,,,,,,,N/A,N/A,,,
"Cinderswallow Urn",3,27,League,,Flask,"Silver Flask",veiled,1x2,,1,,,,https://poedb.tw/us/Cinderswallow_Urn,https://www.poewiki.net/wiki/Cinderswallow_Urn,,,,,,,N/A,N/A,,,
"Circle of Ambition",2,30,Uber,,Ring,"Prismatic Ring",,1x1,,1,,,,https://poedb.tw/us/Circle_of_Ambition,https://www.poewiki.net/wiki/Circle_of_Ambition,,,,,,,N/A,N/A,,,
"Circle of Anguish",3,16,League,,Ring,"Ruby Ring",synthesised,1x1,,1,,,,https://poedb.tw/us/Circle_of_Anguish,https://www.poewiki.net/wiki/Circle_of_Anguish,,,,,,,N/A,N/A,,,
"Circle of Fear",3,8,League,,Ring,"Sapphire Ring",synthesised,1x1,,1,,,,https://poedb.tw/us/Circle_of_Fear,https://www.poewiki.net/wiki/Circle_of_Fear,,,,,,,N/A,N/A,,,
"Circle of Guilt",3,2,League,,Ring,"Iron Ring",synthesised,1x1,,1,,,,https://poedb.tw/us/Circle_of_Guilt,https://www.poewiki.net/wiki/Circle_of_Guilt,,,,,,,N/A,N/A,,,
"Circle of Nostalgia",3,38,League,,Ring,"Amethyst Ring",synthesised,1x1,,1,,,,https://poedb.tw/us/Circle_of_Nostalgia,https://www.poewiki.net/wiki/Circle_of_Nostalgia,,,,,,,N/A,N/A,,,
"Circle of Regret",3,12,League,,Ring,"Topaz Ring",synthesised,1x1,,1,,,,https://poedb.tw/us/Circle_of_Regret,https://www.poewiki.net/wiki/Circle_of_Regret,,,,,,,N/A,N/A,,,
Clayshaper,5,41,T5,,Mace,"Rock Breaker",,2x3,,1,,,,https://poedb.tw/us/Clayshaper,https://www.poewiki.net/wiki/Clayshaper,,,,,,,N/A,N/A,,,
"Cloak of Defiance",2,52,T2,,"Body Armour","Lacquered Garb",,2x3,,1,,,,https://poedb.tw/us/Cloak_of_Defiance,https://www.poewiki.net/wiki/Cloak_of_Defiance,,,,,,,N/A,N/A,,,
"Cloak of Flame",3,18,T3,,"Body Armour","Scholar's Robe",,2x3,,1,,,,https://poedb.tw/us/Cloak_of_Flame,https://www.poewiki.net/wiki/Cloak_of_Flame,,,,,,,N/A,N/A,,,
"Cloak of Tawm'r Isley",1,56,League,,"Body Armour","Savant's Robe",,2x3,,1,,,,https://poedb.tw/us/Cloak_of_Tawmr_Isley,https://www.poewiki.net/wiki/Cloak_of_Tawm%27r_Isley,,,,,,,N/A,N/A,,,
"Cold Iron Point",3,62,T3,,Dagger,"Ezomyte Dagger",,1x3,,1,,,,https://poedb.tw/us/Cold_Iron_Point,https://www.poewiki.net/wiki/Cold_Iron_Point,,,,,,,N/A,N/A,,,
"Combat Focus",4,20,Recipe,Cold,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Combat_Focus,https://www.poewiki.net/wiki/Combat_Focus,,,,,,,N/A,N/A,,,
"Combat Focus",4,20,Recipe,Lightning,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Combat_Focus,https://www.poewiki.net/wiki/Combat_Focus,,,,,,,N/A,N/A,,,
"Combat Focus",4,20,Recipe,Fire,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Combat_Focus,https://www.poewiki.net/wiki/Combat_Focus,,,,,,,N/A,N/A,,,
"Command of the Pit",3,37,League,,Gloves,"Riveted Gloves",,2x2,,1,,,,https://poedb.tw/us/Command_of_the_Pit,https://www.poewiki.net/wiki/Command_of_the_Pit,,,,,,,N/A,N/A,,,
"Contract: Breaking the Unbreakable",5,80,League,,Contract,"Preventative Contract",,1x1,,1,,,,https://poedb.tw/us/Contract%3A_Breaking_the_Unbreakable,https://www.poewiki.net/wiki/Contract:_Breaking_the_Unbreakable,,,,,,,N/A,N/A,,,
"Contract: Death to Darnaw",5,82,League,,Contract,"Naval Contract",,1x1,,1,,,,https://poedb.tw/us/Contract%3A_Death_to_Darnaw,https://www.poewiki.net/wiki/Contract:_Death_to_Darnaw,,,,,,,N/A,N/A,,,
"Contract: Heart of Glory",5,81,League,,Contract,"Familial Contract",,1x1,,1,,,,https://poedb.tw/us/Contract%3A_Heart_of_Glory,https://www.poewiki.net/wiki/Contract:_Heart_of_Glory,,,,,,,N/A,N/A,,,
"Contract: The Slaver King",5,80,League,,Contract,"Vigilante Contract",,1x1,,1,,,,https://poedb.tw/us/Contract%3A_The_Slaver_King,https://www.poewiki.net/wiki/Contract:_The_Slaver_King,,,,,,,N/A,N/A,,,
"Contract: The Twins",5,83,League,,Contract,"Vengeful Contract",,1x1,,1,,,,https://poedb.tw/us/Contract%3A_The_Twins,https://www.poewiki.net/wiki/Contract:_The_Twins,,,,,,,N/A,N/A,,,
"Coralito's Signature",4,27,T4,,Flask,"Diamond Flask",,1x2,,1,,,,https://poedb.tw/us/Coralitos_Signature,https://www.poewiki.net/wiki/Coralito%27s_Signature,,,,,,,N/A,N/A,,,
Corpsewalker,2,55,T2,,Boots,"Carnal Boots",,2x2,,1,,,,https://poedb.tw/us/Corpsewalker,https://www.poewiki.net/wiki/Corpsewalker,,,,,,,N/A,N/A,,,
Cortex,3,81,League,,Map,"Synthesised Map",,1x1,,1,,,,https://poedb.tw/us/Cortex,https://www.poewiki.net/wiki/Cortex,,,,,,,N/A,N/A,,,
"Coruscating Elixir",3,18,Limited,,Flask,"Ruby Flask",,1x2,,1,,,,https://poedb.tw/us/Coruscating_Elixir,https://www.poewiki.net/wiki/Coruscating_Elixir,,,,,,,N/A,N/A,,,
"Cospri's Malice",2,68,T2,,Sword,"Jewelled Foil",,1x4,,1,,,,https://poedb.tw/us/Cospris_Malice,https://www.poewiki.net/wiki/Cospri%27s_Malice,,,,,,,N/A,N/A,,,
"Cospri's Will",3,68,T3,,"Body Armour","Assassin's Garb",,2x3,,1,,,,https://poedb.tw/us/Cospris_Will,https://www.poewiki.net/wiki/Cospri%27s_Will,,,,,,,N/A,N/A,,,
"Coward's Chains",4,2,League,,Belt,"Chain Belt",,2x1,,1,,,,https://poedb.tw/us/Cowards_Chains,https://www.poewiki.net/wiki/Coward%27s_Chains,,,,,,,N/A,N/A,,,
"Coward's Legacy",3,2,League,,Belt,"Chain Belt",,2x1,,1,,,,https://poedb.tw/us/Cowards_Legacy,https://www.poewiki.net/wiki/Coward%27s_Legacy,,,,,,,N/A,N/A,,,
"Cowl of the Ceraunophile",4,59,League,,Helmet,"Solaris Circlet",,2x2,,1,,,,https://poedb.tw/us/Cowl_of_the_Ceraunophile,https://www.poewiki.net/wiki/Cowl_of_the_Ceraunophile,,,,,,,N/A,N/A,,,
"Cowl of the Cryophile",4,60,League,,Helmet,"Silken Hood",,2x2,,1,,,,https://poedb.tw/us/Cowl_of_the_Cryophile,https://www.poewiki.net/wiki/Cowl_of_the_Cryophile,,,,,,,N/A,N/A,,,
"Cowl of the Thermophile",4,60,League,,Helmet,"Ezomyte Burgonet",,2x2,,1,,,,https://poedb.tw/us/Cowl_of_the_Thermophile,https://www.poewiki.net/wiki/Cowl_of_the_Thermophile,,,,,,,N/A,N/A,,,
Craghead,5,4,T5,,Quiver,"Serrated Arrow Quiver",,2x3,,1,,,,https://poedb.tw/us/Craghead,https://www.poewiki.net/wiki/Craghead,,,,,,,N/A,N/A,,,
"Craiceann's Carapace",3,56,League,,"Body Armour","Golden Plate",,2x3,,1,,,,https://poedb.tw/us/Craiceanns_Carapace,https://www.poewiki.net/wiki/Craiceann%27s_Carapace,,,,,,,N/A,N/A,,,
"Craiceann's Chitin",3,58,League,,Helmet,"Magistrate Crown",,2x2,,1,,,,https://poedb.tw/us/Craiceanns_Chitin,https://www.poewiki.net/wiki/Craiceann%27s_Chitin,,,,,,,N/A,N/A,,,
"Craiceann's Pincers",3,69,League,,Gloves,"Titan Gauntlets",,2x2,,1,,,,https://poedb.tw/us/Craiceanns_Pincers,https://www.poewiki.net/wiki/Craiceann%27s_Pincers,,,,,,,N/A,N/A,,,
"Craiceann's Tracks",3,54,League,,Boots,"Goliath Greaves",,2x2,,1,,,,https://poedb.tw/us/Craiceanns_Tracks,https://www.poewiki.net/wiki/Craiceann%27s_Tracks,,,,,,,N/A,N/A,,,
"Crest of Desire",2,58,League,,Helmet,"Fluted Bascinet",,2x2,,1,,,,https://poedb.tw/us/Crest_of_Desire,https://www.poewiki.net/wiki/Crest_of_Desire,,,,,,,N/A,N/A,,,
"Crest of Perandus",5,8,T5,,Shield,"Pine Buckler",,2x2,,1,,,,https://poedb.tw/us/Crest_of_Perandus,https://www.poewiki.net/wiki/Crest_of_Perandus,,,,,,,N/A,N/A,,,
"Crown of Eyes",3,69,T3,,Helmet,"Hubris Circlet",,2x2,,1,,,,https://poedb.tw/us/Crown_of_Eyes,https://www.poewiki.net/wiki/Crown_of_Eyes,,,,,,,N/A,N/A,,,
"Crown of the Inward Eye",3,63,Pinnacle,,Helmet,"Prophet Crown",,2x2,,1,,,,https://poedb.tw/us/Crown_of_the_Inward_Eye,https://www.poewiki.net/wiki/Crown_of_the_Inward_Eye,,,,,,,N/A,N/A,,,
"Crown of the Pale King",4,52,T4,,Helmet,"Regicide Mask",,2x2,,1,,,,https://poedb.tw/us/Crown_of_the_Pale_King,https://www.poewiki.net/wiki/Crown_of_the_Pale_King,,,,,,,N/A,N/A,,,
"Crown of the Tyrant",2,58,League,,Helmet,"Magistrate Crown",,2x2,,1,,,,https://poedb.tw/us/Crown_of_the_Tyrant,https://www.poewiki.net/wiki/Crown_of_the_Tyrant,,,,,,,N/A,N/A,,,
"Crown of Thorns",5,3,T5,,Helmet,"Vine Circlet",,2x2,,1,,,,https://poedb.tw/us/Crown_of_Thorns,https://www.poewiki.net/wiki/Crown_of_Thorns,,,,,,,N/A,N/A,,,
"Crystallised Omniscience",2,25,Uber,,Amulet,"Onyx Amulet",,1x1,,1,,,,https://poedb.tw/us/Crystallised_Omniscience,https://www.poewiki.net/wiki/Crystallised_Omniscience,,,,,,,N/A,N/A,,,
"Curtain Call",4,20,T4,,Helmet,"Plague Mask",,2x2,,1,,,,https://poedb.tw/us/Curtain_Call,https://www.poewiki.net/wiki/Curtain_Call,,,,,,,N/A,N/A,,,
"Cybil's Paw",5,37,T5,,Claw,"Thresher Claw",,2x2,,1,,,,https://poedb.tw/us/Cybils_Paw,https://www.poewiki.net/wiki/Cybil%27s_Paw,,,,,,,N/A,N/A,,,
"Cyclopean Coil",3,68,Pinnacle,,Belt,"Leather Belt",elder,2x1,,1,,,,https://poedb.tw/us/Cyclopean_Coil,https://www.poewiki.net/wiki/Cyclopean_Coil,,,,,,,N/A,N/A,,,
"Dance of the Offered",4,55,League,,Boots,"Carnal Boots",,2x2,,1,,,,https://poedb.tw/us/Dance_of_the_Offered,https://www.poewiki.net/wiki/Dance_of_the_Offered,,,,,,,N/A,N/A,,,
"Daresso's Courage",3,54,T3,,Shield,"Baroque Round Shield",,2x3,,1,,,,https://poedb.tw/us/Daressos_Courage,https://www.poewiki.net/wiki/Daresso%27s_Courage,,,,,,,N/A,N/A,,,
"Daresso's Defiance",3,63,T3,,"Body Armour","Full Dragonscale",,2x3,,1,,,,https://poedb.tw/us/Daressos_Defiance,https://www.poewiki.net/wiki/Daresso%27s_Defiance,,,,,,,N/A,N/A,,,
"Daresso's Passion",5,43,T5,,Sword,Estoc,,1x4,,1,,,,https://poedb.tw/us/Daressos_Passion,https://www.poewiki.net/wiki/Daresso%27s_Passion,,,,,,,N/A,N/A,,,
"Daresso's Salute",5,20,T5,,Amulet,"Citrine Amulet",,1x1,,1,,,,https://poedb.tw/us/Daressos_Salute,https://www.poewiki.net/wiki/Daresso%27s_Salute,,,,,,,N/A,N/A,,,
"Darkness Enthroned",4,50,League,,Belt,"Stygian Vise",,2x1,,1,,,,https://poedb.tw/us/Darkness_Enthroned,https://www.poewiki.net/wiki/Darkness_Enthroned,,,,,,,N/A,N/A,,,
"Darkray Vectors",4,65,T4,,Boots,"Dragonscale Boots",,2x2,,1,,,,https://poedb.tw/us/Darkray_Vectors,https://www.poewiki.net/wiki/Darkray_Vectors,,,,,,,N/A,N/A,,,
Darkscorn,2,62,T2,,Bow,"Assassin Bow",,2x4,,1,,,,https://poedb.tw/us/Darkscorn,https://www.poewiki.net/wiki/Darkscorn,,,,,,,N/A,N/A,,,
Dawnbreaker,3,67,Pinnacle,,Shield,"Colossal Tower Shield",,2x4,,1,,,,https://poedb.tw/us/Dawnbreaker,https://www.poewiki.net/wiki/Dawnbreaker,,,,,,,N/A,N/A,,,
Dawnstrider,3,62,Pinnacle,,Boots,"Vaal Greaves",,2x2,,1,,,,https://poedb.tw/us/Dawnstrider,https://www.poewiki.net/wiki/Dawnstrider,,,,,,,N/A,N/A,,,
"Dead Reckoning",2,20,T2,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Dead_Reckoning,https://www.poewiki.net/wiki/Dead_Reckoning,,,,,,,N/A,N/A,,,
"Death and Taxes",5,75,T5,,Map,"Necropolis Map",,1x1,,1,,,,https://poedb.tw/us/Death_and_Taxes,https://www.poewiki.net/wiki/Death_and_Taxes,,,,,,,N/A,N/A,,,
"Death Rush",2,46,T2,,Ring,"Amethyst Ring",,1x1,,1,,,,https://poedb.tw/us/Death_Rush,https://www.poewiki.net/wiki/Death_Rush,,,,,,,N/A,N/A,,,
"Death's Door",3,74,League,,Boots,"Crusader Boots",,2x2,,1,,,,https://poedb.tw/us/Deaths_Door,https://www.poewiki.net/wiki/Death%27s_Door,,,,,,,N/A,N/A,,,
"Death's Hand",5,72,T5,,Mace,"Karui Sceptre",,2x3,,1,,,,https://poedb.tw/us/Deaths_Hand,https://www.poewiki.net/wiki/Death%27s_Hand,,,,,,,N/A,N/A,,,
"Death's Harp",3,32,T3,,Bow,"Death Bow",,2x4,,1,,,,https://poedb.tw/us/Deaths_Harp,https://www.poewiki.net/wiki/Death%27s_Harp,,,,,,,N/A,N/A,,,
"Death's Oath",3,62,T3,,"Body Armour","Astral Plate",,2x3,,1,,,,https://poedb.tw/us/Deaths_Oath,https://www.poewiki.net/wiki/Death%27s_Oath,,,,,,,N/A,N/A,,,
"Debeon's Dirge",5,66,T5,,Axe,"Despot Axe",,2x4,,1,,,,https://poedb.tw/us/Debeons_Dirge,https://www.poewiki.net/wiki/Debeon%27s_Dirge,,,,,,,N/A,N/A,,,
Deerstalker,5,22,T5,,Boots,"Deerskin Boots",,2x2,,1,,,,https://poedb.tw/us/Deerstalker,https://www.poewiki.net/wiki/Deerstalker,,,,,,,N/A,N/A,,,
"Defiance of Destiny",0,75,T0,,Amulet,"Paua Amulet",,1x1,,1,,,,https://poedb.tw/us/Defiance_of_Destiny,https://www.poewiki.net/wiki/Defiance_of_Destiny,,,,,,,N/A,N/A,,,
Deidbell,3,33,T3,,Helmet,"Gilded Sallet",,2x2,,1,,,,https://poedb.tw/us/Deidbell,https://www.poewiki.net/wiki/Deidbell,,,,,,,N/A,N/A,,,
"Demon Stitcher",4,41,T4,,Gloves,"Satin Gloves",,2x2,,1,,,,https://poedb.tw/us/Demon_Stitcher,https://www.poewiki.net/wiki/Demon_Stitcher,,,,,,,N/A,N/A,,,
Dendrobate,4,59,T4,,"Body Armour","Sentinel Jacket",,2x3,,1,,,,https://poedb.tw/us/Dendrobate,https://www.poewiki.net/wiki/Dendrobate,,,,,,,N/A,N/A,,,
"Devoto's Devotion",5,74,T5,,Helmet,"Nightmare Bascinet",,2x2,,1,,,,https://poedb.tw/us/Devotos_Devotion,https://www.poewiki.net/wiki/Devoto%27s_Devotion,,,,,,,N/A,N/A,,,
"Dialla's Malefaction",1,37,T1,,"Body Armour","Sage's Robe",,2x3,,1,,,,https://poedb.tw/us/Diallas_Malefaction,https://www.poewiki.net/wiki/Dialla%27s_Malefaction,,,,,,,N/A,N/A,,,
Disintegrator,2,64,Pinnacle,,Staff,"Maelstrom Staff",eldershaper,2x4,,1,,,,https://poedb.tw/us/Disintegrator,https://www.poewiki.net/wiki/Disintegrator,,,,,,,N/A,N/A,,,
"Dissolution of the Flesh",2,20,Pinnacle,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Dissolution_of_the_Flesh,https://www.poewiki.net/wiki/Dissolution_of_the_Flesh,,,,,,,N/A,N/A,,,
Divinarius,0,66,T0,,Dagger,"Imperial Skean",,1x3,,1,,,,https://poedb.tw/us/Divinarius,https://www.poewiki.net/wiki/Divinarius,,,,,,,N/A,N/A,,,
"Divination Distillate",3,30,T3,,Flask,"Large Hybrid Flask",,1x2,,1,,,,https://poedb.tw/us/Divination_Distillate,https://www.poewiki.net/wiki/Divination_Distillate,,,,,,,N/A,N/A,,,
"Doedre's Damning",4,5,T4,,Ring,"Paua Ring",,1x1,,1,,,,https://poedb.tw/us/Doedres_Damning,https://www.poewiki.net/wiki/Doedre%27s_Damning,,,,,,,N/A,N/A,,,
"Doedre's Elixir",5,12,T5,,Flask,"Greater Mana Flask",,1x2,,1,,,,https://poedb.tw/us/Doedres_Elixir,https://www.poewiki.net/wiki/Doedre%27s_Elixir,,,,,,,N/A,N/A,,,
"Doedre's Scorn",4,39,T4,,Helmet,"Lunaris Circlet",,2x2,,1,,,,https://poedb.tw/us/Doedres_Scorn,https://www.poewiki.net/wiki/Doedre%27s_Scorn,,,,,,,N/A,N/A,,,
"Doedre's Skin",2,65,T2,,"Body Armour","Widowsilk Robe",,2x3,,1,,,,https://poedb.tw/us/Doedres_Skin,https://www.poewiki.net/wiki/Doedre%27s_Skin,,,,,,,N/A,N/A,,,
"Doedre's Tenure",5,12,T5,,Gloves,"Velvet Gloves",,2x2,,1,,,,https://poedb.tw/us/Doedres_Tenure,https://www.poewiki.net/wiki/Doedre%27s_Tenure,,,,,,,N/A,N/A,,,
"Doedre's Tongue",3,24,T3,,Amulet,"Lapis Amulet",,1x1,,1,,,,https://poedb.tw/us/Doedres_Tongue,https://www.poewiki.net/wiki/Doedre%27s_Tongue,,,,,,,N/A,N/A,,,
Doomfletch,3,28,T3,,Bow,"Royal Bow",,2x4,,1,,,,https://poedb.tw/us/Doomfletch,https://www.poewiki.net/wiki/Doomfletch,,,,,,,N/A,N/A,,,
Doomsower,3,65,T3,,Sword,"Lion Sword",,2x4,,1,,,,https://poedb.tw/us/Doomsower,https://www.poewiki.net/wiki/Doomsower,,,,,,,N/A,N/A,,,
"Doon Cuebiyari",3,74,T3,,Mace,"Vaal Sceptre",,2x3,,1,,,,https://poedb.tw/us/Doon_Cuebiyari,https://www.poewiki.net/wiki/Doon_Cuebiyari,,,,,,,N/A,N/A,,,
"Doppelgänger Guise",2,68,Pinnacle,,"Body Armour","Sadist Garb",,2x3,,1,,,,https://poedb.tw/us/Doppelg%C3%A4nger_Guise,https://www.poewiki.net/wiki/Doppelgänger_Guise,,,,,,,N/A,N/A,,,
"Doryani's Catalyst",4,64,Boss,,Mace,"Vaal Sceptre",,2x3,,1,,,,https://poedb.tw/us/Doryanis_Catalyst,https://www.poewiki.net/wiki/Doryani%27s_Catalyst,,,,,,,N/A,N/A,,,
"Doryani's Delusion",2,68,Boss,"Energy Shield",Boots,"Sorcerer Boots",,2x2,,1,,,,https://poedb.tw/us/Doryanis_Delusion,https://www.poewiki.net/wiki/Doryani%27s_Delusion,,,,,,,N/A,N/A,,,
"Doryani's Delusion",2,68,Boss,Armour,Boots,"Titan Greaves",,2x2,,1,,,,https://poedb.tw/us/Doryanis_Delusion,https://www.poewiki.net/wiki/Doryani%27s_Delusion,,,,,,,N/A,N/A,,,
"Doryani's Delusion",2,68,Boss,Evasion,Boots,"Slink Boots",,2x2,,1,,,,https://poedb.tw/us/Doryanis_Delusion,https://www.poewiki.net/wiki/Doryani%27s_Delusion,,,,,,,N/A,N/A,,,
"Doryani's Fist",2,69,T2,,Gloves,"Vaal Gauntlets",,2x2,,1,,,,https://poedb.tw/us/Doryanis_Fist,https://www.poewiki.net/wiki/Doryani%27s_Fist,,,,,,,N/A,N/A,,,
"Doryani's Invitation",4,10,Boss,,Belt,"Heavy Belt",,2x1,,1,,,,https://poedb.tw/us/Doryanis_Invitation,https://www.poewiki.net/wiki/Doryani%27s_Invitation,,,,,,,N/A,N/A,,,
"Doryani's Machinarium",2,72,League,,Map,"Maze Map",,1x1,,1,,,,https://poedb.tw/us/Doryanis_Machinarium,https://www.poewiki.net/wiki/Doryani%27s_Machinarium,,,,,,,N/A,N/A,,,
"Doryani's Prototype",2,67,T2,,"Body Armour","Saint's Hauberk",,2x3,,1,,,,https://poedb.tw/us/Doryanis_Prototype,https://www.poewiki.net/wiki/Doryani%27s_Prototype,,,,,,,N/A,N/A,,,
Dreadarc,5,16,T5,,Axe,Cleaver,,2x3,,1,,,,https://poedb.tw/us/Dreadarc,https://www.poewiki.net/wiki/Dreadarc,,,,,,,N/A,N/A,,,
"Dream Fragments",3,24,T3,,Ring,"Sapphire Ring",,1x1,,1,,,,https://poedb.tw/us/Dream_Fragments,https://www.poewiki.net/wiki/Dream_Fragments,,,,,,,N/A,N/A,,,
Dreamfeather,3,66,T3,,Sword,"Eternal Sword",,2x3,,1,,,,https://poedb.tw/us/Dreamfeather,https://www.poewiki.net/wiki/Dreamfeather,,,,,,,N/A,N/A,,,
Drillneck,4,25,T4,,Quiver,"Penetrating Arrow Quiver",,2x3,,1,,,,https://poedb.tw/us/Drillneck,https://www.poewiki.net/wiki/Drillneck,,,,,,,N/A,N/A,,,
Duskdawn,1,64,Recipe,,Staff,"Maelstrom Staff",,2x4,,1,,,,https://poedb.tw/us/Duskdawn,https://www.poewiki.net/wiki/Duskdawn,,,,,,,N/A,N/A,,,
Dusktoe,5,18,T5,,Boots,"Ironscale Boots",,2x2,,1,,,,https://poedb.tw/us/Dusktoe,https://www.poewiki.net/wiki/Dusktoe,,,,,,,N/A,N/A,,,
"Dyadian Dawn",3,60,T3,,Belt,"Heavy Belt",,2x1,,1,,,,https://poedb.tw/us/Dyadian_Dawn,https://www.poewiki.net/wiki/Dyadian_Dawn,,,,,,,N/A,N/A,,,
Dyadus,4,69,T4,,Axe,"Infernal Axe",,2x3,,1,,,,https://poedb.tw/us/Dyadus,https://www.poewiki.net/wiki/Dyadus,,,,,,,N/A,N/A,,,
"Dying Breath",5,13,T5,,Staff,"Iron Staff",,2x4,,1,,,,https://poedb.tw/us/Dying_Breath,https://www.poewiki.net/wiki/Dying_Breath,,,,,,,N/A,N/A,,,
"Dying Sun",2,18,Pinnacle,,Flask,"Ruby Flask",,1x2,,1,,,,https://poedb.tw/us/Dying_Sun,https://www.poewiki.net/wiki/Dying_Sun,,,,,,,N/A,N/A,,,
"Earendel's Embrace",5,35,T5,,Mace,"Grinning Fetish",,2x3,,1,,,,https://poedb.tw/us/Earendels_Embrace,https://www.poewiki.net/wiki/Earendel%27s_Embrace,,,,,,,N/A,N/A,,,
"Eber's Unification",4,69,T4,,Helmet,"Hubris Circlet",,2x2,,1,,,,https://poedb.tw/us/Ebers_Unification,https://www.poewiki.net/wiki/Eber%27s_Unification,,,,,,,N/A,N/A,,,
